Knock-out Genes,Method Names,Fraggle Scores,The Most Similar Inhibitors,Result Mols
AKT2,Ours,0.57,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1
AKT2,Ours,0.77,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,CC(NC(=O)CC1CCC(NC(=O)c2ccc(-c3ccccc3)cc2)C(CO)O1)c1ccccc1
AKT2,Ours,0.52,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)c5cccnc5)ccc4OC3C(CO)O2)cc1
AKT2,Ours,0.57,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCCC(=O)Nc1cccnc1
AKT2,Ours,0.71,C1(CCN(CC1)C2=NC=NC3=C2C=CN3)(C(NCC4=CC=C(C=C4)F)=O)N,COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3Cc3ccc(F)cc3)O2)cc1
AKT2,Ours,0.58,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccccc1C(=O)O
AKT2,Ours,0.77,C1(CCN(C=2C=CN=C3NN=CC23)CC1)(CC4=CC=C(C=C4)C(C)(C)C)N,CC(C)(C)c1ccc(-c2cc3nccc(N4CCN(Cc5ccc(F)cc5)CC4)n3n2)cc1
AKT2,Ours,0.55,S(=O)(=O)(NC(=O)C=1C=CC(C2=CC=C(F)C=C2)=CC1)C=3C=C(N(=O)=O)C(NCCSC4=CC=C(O)C=C4)=CC3,CC(C)(C)NS(=O)(=O)c1ccc(C(=O)NS(=O)(=O)c2ccccc2-c2ccc(CN(C(=O)CCC(=O)O)S(=O)C(C)(C)C)cc2)cc1
AKT2,Ours,0.4,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccc(CNc2ncnc3ccc(C(=O)NCCCN4CCOCC4)cc23)c(OC)c1
AKT2,Ours,0.48,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4CCN(CC4)C)=O)NC(=O)N,CCCNC(=O)N1CC(C)OC(C)C(OC)CN(C)C(=O)Cc2cc(NC(=O)C3CCOCC3)ccc21
AKT2,Ours,0.73,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)N1CC(C)OC(C)c2cc(NC(=O)c3ccccn3)ccc2N(C)C(=O)CC(OC)C1
AKT2,Ours,0.57,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1
AKT2,Ours,0.51,OCC1C2C1CN(C2)CC3=CC=C(C=4C=C5C(NC=6C=C(OC)C(OC7=CC=CC=C7)=CC6)=NC=NC5=CC4)C=C3,COc1ccccc1CNc1ncnc2ccc(-c3ccc(F)cc3)cc12
AKT2,Ours,0.7,O(C=1C(OC)=CC=C(C1)C=NNC=2N=CN=C3C2NC4=C3C=CC=C4)C,CC(C)(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)Nc1ncnc2c1[nH]c1ccccc12
AKT2,Ours,0.63,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)c(O)c1
AKT2,Ours,0.62,S1C=2C(C(C=3C=CC(NC(=O)NC4=CC=C(OC)C=C4)=CC3)=C1)=C(N=CC2C5=CN(N=C5)CC(O)(C)C)N,COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C)CC(OC)C(C)CN(Cc2ccc(F)cc2)C(C)CO3)cc1
AKT2,Ours,0.82,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC(OC)=CC=C3,COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1
AKT2,Ours,0.82,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC(OC)=CC=C3,COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1
AKT2,Ours,0.49,C=1C=CC=CC1C=2N=C(C3=C(N2)C=CC=C3)NC4=CC(C)=NN4,CC(C)(C)c1ccc(C(=O)Nc2nc(-c3cccnc3)nc3ccccc23)cc1
AKT2,Ours,0.47,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccccc1CNC(=O)CC1CC2c3cc(NC(=O)c4ccccn4)ccc3OC2C(CO)O1
AKT2,Ours,0.48,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4=CN=CC=C4)=O)NC(N)=O,CC(=O)Nc1ccc(C(=O)Nc2cccc(C(=O)NCCCNC(=O)c3cccnc3)n2)cc1
AKT2,Ours,0.47,C1=C2C(N=C(C3=CC=C(C=C3)CN4CCC(CC4)C=5C=C(NN5)C6=CN=CC=C6)C(C7=CC=CC=C7)=C2)=NC=C1,CC(NC(=O)c1cc2c(c(-c3cccc(-c4cccnc4)c3)n1)CN(C(=O)c1ccccn1)CC2)C(=O)O
AKT2,Ours,0.51,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC1CN(C(C)CO)C(=O)CCCNc2c(cnn2C)COC1CN(C)Cc1ccc(C(F)(F)F)cc1
AKT2,Ours,0.71,ClC=1N=C(NCC2=CC=CC=C2)C=C(C=3C=4C(NC3)=NC=CC4)C1,Cc1ccc(CNc2ncnc3ccc(-c4ccc(F)cc4)cc23)cc1
AKT2,Ours,0.61,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC,COc1ccc2c(NC(=O)C(C)(C)C(C)C(C)(C)C)ncnc2c1
AKT2,Ours,0.36,O=C(NC1=CC(=CC(=C1)C(=NNC(=N)N)C)C(=NNC(=N)N)C)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NNC(=N)N)C)C(=NNC(=N)N)C,CCCCNC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1ccccc1)NC(=O)CCC(C)(C)C
AKT2,Ours,0.7,N=1C=NC(=C2C1C=CC=C2)NCC=3C=CC(C(N4CCN(CC4)C5=NC=C(C=N5)CC)=O)=CC3,CSc1ccc(CNc2ncnc3ccc(C(=O)NCCN4CCOCC4)cc23)cc1
AKT2,Ours,0.8,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4,COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1
AKT2,Ours,0.68,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)c1cccnc1)CC(C)C(OC)CN(C)C2=O
AKT2,Ours,0.83,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,COc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)c(OC)c1
AKT2,Ours,0.51,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C(F)(F)F,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
AKT2,Ours,0.63,O=C(NC(CC1=CC=CC=C1)CO)C2=CC=C(C=3C=CN=CC3)C=C2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1
AKT2,Ours,0.69,N=1C=NC(=C2C1C=CC=C2)NCC=3C=CC(C(N4CCN(CC4)C5=NC=C(C=N5)CC)=O)=CC3,Cc1ccc(CNc2ncnc3ccc(C(=O)NCCCN4CCOCC4)cc23)cc1
AKT2,Ours,0.51,C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(Br)C=CC3,COc1ccc(CNc2ncnc3ccc(-c4ccc(Cl)cc4)cc23)cc1OC
AKT2,Ours,0.44,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,COC1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2OCC(C)N(C(=O)c2ccc(F)cc2)CC1C
AKT2,Ours,0.42,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4=CN=CC=C4)=O)NC(N)=O,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)c5cccnc5)ccc4OC3C(CO)O2)cc1
AKT2,Ours,0.53,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC,CC(C)(C)c1ccc(C(=O)Nc2ncnc3ccc(-c4ccccc4F)cc23)cc1
AKT2,Ours,0.48,C1CCC(CC1)C(=O)N(C2=CC=C3N(C(=NC3=C2)NC(C=4C=CC(=CC4)C#N)=O)CCCC)C,CN(C)CCCNC(=O)CC1CCC2C(COC(CN(C)Cc3ccc(C(=O)O)cc3)C(O)CN2S(=O)C(C)(C)C)O1
AKT2,Ours,0.68,O=C(NCC1=CC=CC=C1)C2=CC=C(C=3C=CN=CC3)C=C2,CC(C)(C)NC(=O)C(NC(=O)CCNC(=O)c1ccc(-c2ccccc2)cc1)C(C)(C)C
AKT2,Ours,0.51,O=C(NC=1C=C2C(C3=CC=CC=C3)=CNC2=NC1)C=4C=CC(OC)=CC4,COc1ccc(C(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1
AKT2,Ours,0.7,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)c1cccnc1)CC(C)C(OC)CN(C)C2=O
AKT2,Ours,0.53,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,CC(NC(=O)Nc1ccc2c(c1)C(=O)N(C)C1CCC(CC(=O)NC3Cc4ccccc4C3)OC1CO2)c1ccccc1
AKT2,Ours,0.59,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,CC(NC(=O)CC1CCC(NC(=O)c2ccc(F)cc2)C(CO)O1)c1ccccc1
AKT2,Ours,0.38,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)C(=O)C1CCCCC1
AKT2,Ours,0.52,FC(F)(F)C1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CN)C=C1,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(C(F)(F)F)cc1
AKT2,Ours,0.71,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,COc1ccc(NC(=O)N(C)CC2Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3C(=O)N(C(C)CO)CC2C)cc1
AKT2,Ours,0.71,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,COc1ccc(NC(=O)N(C)CC2Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3C(=O)N(C(C)CO)CC2C)cc1
AKT2,Ours,0.63,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Nc5ccc(C(F)(F)F)cc5)ccc4OC3C(CO)O2)cc1
AKT2,Ours,0.5,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CC3)ccc2O1
AKT2,Ours,0.78,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C(F)(F)F,O=C(CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)NCc1ccc(F)cc1
AKT2,Ours,0.65,C1(=CC=C2C(=C1)C=NN2)C3=C(N=CN3CCN4CCOCC4)C5=CC=C(C=C5)F,Cc1ccc(-c2ccc(-c3cn(CCCN4CCOCC4)nn3)cc2)cc1
AKT2,Ours,0.49,C1(=CC=C2C(=C1)C(NC=3C=C(C=CC3)Br)=NC=N2)NC(CC)=O,Cc1ccc2ncnc(NC(=O)c3ccc(C(C)(C)C)cc3)c2c1
AKT2,Ours,0.43,FC=1C=C(C(=O)NC2=CC=3C(=NNC3)C=C2)C=CC1,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4cccc(F)c4)ccc3OC2C(CO)O1
AKT2,Ours,0.77,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,CC(C)(C)c1cccc(CNC(=O)CCNC(=O)CCNC(=O)CNC(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2)c1
AKT2,Ours,0.44,C1(=CC=C2C(=C1)C(=C(N2)O)C=C3CC(=C(C3=C)C(N4CCN(CC4)C)=O)C)S(=O)(N(C)C5=CC(=CC=C5)Cl)=O,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
AKT2,Ours,0.71,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,CN(CCNc1nc2ccc(Cl)cc2s1)S(=O)(=O)c1ccc2c(c1)OCCO2
AKT2,Ours,0.71,ClC=1C=C2SC(=NC2=CC1)NC(=O)C3=C(OC)C=C(OC)C=C3,CN(CCNc1nc2ccc(Cl)cc2s1)S(=O)(=O)c1ccc2c(c1)OCCO2
AKT2,Ours,0.58,ClC1=CC(=C(NC(=S)NNC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)C,CCNC(=O)CCC(NC(=O)CCc1ccccc1)C(=O)Nc1ccccc1C
AKT2,Ours,0.43,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,CC1CCCCOC(CN(C)C(=O)c2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2O1
AKT2,Ours,0.54,BrC1=CC=C(C2=NOC(=O)C2=CC=3C=C(OC)C(OC)=CC3)C=C1,COc1ccc(C=CC(=O)OCc2nnn(-c3ccc(Cl)cc3Cl)c2C)cc1OC
AKT2,Ours,0.72,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC1CCCCC1)OCCCCC(C)O2
AKT2,Ours,0.58,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C(F)(F)F,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
AKT2,Ours,0.51,S1C2=NNC(=C2C=C1C(=O)NCC3=CC(OC)=CC=C3)C4=CC=CC=C4,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)c5ccccn5)ccc4OC3C(CO)O2)c1
AKT2,Ours,0.55,S(=O)(=O)(O)C=1C=2C(C(NCC=3C=C4OCOC4=CC3)=CC1)=C(O)C=CC2,CC(C)NC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1
AKT2,Ours,0.47,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CCCNC(=O)CC1CCC2C(COc3ccc(NC(=O)c4ccccc4F)cc3C(=O)N2C)O1
AKT2,Ours,0.63,O=C(NC(CC1=CC=CC=C1)CO)C2=CC=C(C=3C=CN=CC3)C=C2,Cc1ccc(S(=O)(=O)NC2C=CC(CC(=O)NCCc3ccccc3)OC2CO)cc1
AKT2,Ours,0.67,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(CCCN1CCOCC1)C(C)CO2
AKT2,Ours,0.6,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)CN1CCOCC1)C(C)CO2
AKT2,Ours,0.76,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,CCNCC1OCCCCC(C)Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2C(=O)N(C(C)CO)CC1C
AKT2,Ours,0.68,O=C(NCC1=CN=CC=C1)NCCCCCCNC(=O)NCC2=CN=CC=C2,CC(C)(C)c1ccc(C(=O)CCCCCCCCCCCCCC(=O)NCc2ccc(C(F)(F)F)cc2)cc1
AKT2,Ours,0.55,S(=O)(=O)(O)C=1C=2C(C(NCC=3C=C4OCOC4=CC3)=CC1)=C(O)C=CC2,CN(C)C(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1
AKT2,Ours,0.56,O=C1C(NCC=2C(OC)=CC(OC)=CC2)C(=NC=3C=CN=CC3)C1=O,COc1ccc(CN(Cc2ccccn2)C(=O)c2ccc(Cl)cc2)c(OC)c1
AKT2,Ours,0.49,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AKT2,Ours,0.49,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AKT2,Ours,0.49,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
AKT2,Ours,0.5,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,CCCCCCCCCCCCCCCCC(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(C(=O)NCc3ccc(C(F)(F)F)cc3)cc2)cc1
AKT2,Ours,0.67,FC1=CC=C(C=2N=CN(C2C=3C=CN=CC3)CCCO)C=C1,CC(C)(C)c1ccc(-c2ncn(CCCNC(=O)c3cccc(C(C)(C)C)c3)c2-c2ccc(C(C)(C)C)cc2)cc1
AKT2,Ours,0.68,C1CCC(C(=O)N(C2=CC=C3C(N=C(N3C)NC(C=4C=CC(=CC4)C#N)=O)=C2)C)CC1,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)NC2CCC(C(=O)O)CC2)cc1
AKT2,Ours,0.5,S(=O)(=O)(NC=1C=C2N=C(C(=NC2=CC1)C)C)C3=CC=C(N)C=C3,COC1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2OCC(C)NCC1C
AKT2,Ours,0.8,N1=CN=C(C2=CC(=C(C=C12)OC)OC)NC=3C=CC(=CC3)OCC=4C=CC=CC4,COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1
AKT2,Ours,0.77,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,CC1CCCCOC(CN(C)Cc2ccc(Oc3ccccc3)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O1
AKT2,Ours,0.51,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1ccc(CNC(=O)CC2CCC3C(COc4ccc(NC(=O)c5ccc(C(F)(F)F)cc5)cc4C(=O)N3C)O2)cc1
AKT2,Ours,0.43,FC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC(=O)C)CC3,CN(C)CCCNC(=O)C1C(CO)C2Cn3c(ccc(C4=CCCC4)c3=O)C1N2C(=O)c1ccc(F)cc1
AKT2,Ours,0.47,C=1(C=C2/C(/C(=O)NC2=CC1)=C/C3=CC(=CN3)C4=CC(=CC=C4)C(=O)NCCN5CCCCC5)NC(N)=O,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCCN3CCCCC3)nc(-c3ccc(-c4ccccc4C#N)cc3)c2C1CCO
AKT2,Ours,0.54,S(=O)(=O)(N(C=1C=C(C2=CC3=C(C=C2)C=NC=C3)C=NC1)CCN)C4=C5C(C(N(C)C)=CC=C5)=CC=C4,CN(C)CCN(Cc1ccc(N(C)C)cc1)S(=O)(=O)c1ccc(CN(C)C)cc1
AKT2,Ours,0.71,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCN(CC5)C)C,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(C)=O)ccc2OCC1C
AKT2,Ours,0.55,ClC1=CC(CNC2C(=NC=3C=CN=CC3)C(=O)C2=O)=CC=C1Cl,CC1CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2OC1CN(C)Cc1ccc(Cl)c(Cl)c1
AKT2,Ours,0.49,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2
AKT2,Ours,0.59,C1CCC(C(=O)N(C2=CC=C3C(N=C(N3C)NC(C=4C=CC(=CC4)C#N)=O)=C2)C)CC1,CC1CN(C(C)CO)S(=O)(=O)c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2OC1CN(C)C(=O)NC1CCCCC1
AKT2,Ours,0.48,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,COc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)Nc4ccccc4F)cc3C(=O)N(C(C)CO)CC2C)cc1
AKT2,Ours,0.47,O=C(NC(C1=CC=CC=C1)C)C2=CC=C(C=3C=CN=CC3)C=C2,CC(NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c1ccc(F)cc1)O2)c1ccccc1
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.72,FC(F)(F)C1=CC=2OC=3C(C(=O)C2C=C1)C(=O)CCC3,COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,CNC(=O)CCc1cc2ccccc2[nH]1
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
AURKB,Cosine Search,0.29,O=C1NC=2C(C1=CC=3C4=C(NC3)C=CC=C4)=CC=CC2,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
